Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"IPO11","Importin 11","Protein Coding","53","GC05P062403","0.54","/cgi-bin/carddisp.pl?gene=IPO11"
"PPIP5K2","Diphosphoinositol Pentakisphosphate Kinase 2","Protein Coding","53","GC05P103120","0.54","/cgi-bin/carddisp.pl?gene=PPIP5K2"
"BZW2","Basic Leucine Zipper And W2 Domains 2","Protein Coding","53","GC07P016646","0.54","/cgi-bin/carddisp.pl?gene=BZW2"
"NOP58","NOP58 Ribonucleoprotein","Protein Coding","53","GC02P202265","0.54","/cgi-bin/carddisp.pl?gene=NOP58"
"HNRNPUL1","Heterogeneous Nuclear Ribonucleoprotein U Like 1","Protein Coding","53","GC19P041262","0.54","/cgi-bin/carddisp.pl?gene=HNRNPUL1"
"MRI1","Methylthioribose-1-Phosphate Isomerase 1","Protein Coding","53","GC19P013737","0.54","/cgi-bin/carddisp.pl?gene=MRI1"
"SACM1L","SAC1 Suppressor Of Actin Mutations 1-Like (Yeast)","Protein Coding","53","GC03P045730","0.54","/cgi-bin/carddisp.pl?gene=SACM1L"
"RBM15","RNA Binding Motif Protein 15","Protein Coding","53","GC01P110338","0.54","/cgi-bin/carddisp.pl?gene=RBM15"
"RPL14","Ribosomal Protein L14","Protein Coding","53","GC03P040501","0.54","/cgi-bin/carddisp.pl?gene=RPL14"
"SMCHD1","Structural Maintenance Of Chromosomes Flexible Hinge Domain Containing 1","Protein Coding","53","GC18P002649","0.54","/cgi-bin/carddisp.pl?gene=SMCHD1"
"STRAP","Serine/Threonine Kinase Receptor Associated Protein","Protein Coding","53","GC12P015882","0.54","/cgi-bin/carddisp.pl?gene=STRAP"
"ANAPC1","Anaphase Promoting Complex Subunit 1","Protein Coding","53","GC02M111768","0.54","/cgi-bin/carddisp.pl?gene=ANAPC1"
"WDR35","WD Repeat Domain 35","Protein Coding","53","GC02M019867","0.54","/cgi-bin/carddisp.pl?gene=WDR35"
"WDR1","WD Repeat Domain 1","Protein Coding","53","GC04M010075","0.54","/cgi-bin/carddisp.pl?gene=WDR1"
"SUGT1","SGT1 Homolog, MIS12 Kinetochore Complex Assembly Cochaperone","Protein Coding","53","GC13P052652","0.54","/cgi-bin/carddisp.pl?gene=SUGT1"
"YTHDF2","YTH N6-Methyladenosine RNA Binding Protein 2","Protein Coding","53","GC01P028751","0.54","/cgi-bin/carddisp.pl?gene=YTHDF2"
"ZC3H11A","Zinc Finger CCCH-Type Containing 11A","Protein Coding","53","GC01P203795","0.54","/cgi-bin/carddisp.pl?gene=ZC3H11A"
"OSBPL8","Oxysterol Binding Protein Like 8","Protein Coding","53","GC12M076354","0.54","/cgi-bin/carddisp.pl?gene=OSBPL8"
"GNL1","G Protein Nucleolar 1 (Putative)","Protein Coding","53","GC06M030541","0.54","/cgi-bin/carddisp.pl?gene=GNL1"
"USO1","USO1 Vesicle Transport Factor","Protein Coding","53","GC04P075724","0.54","/cgi-bin/carddisp.pl?gene=USO1"
"TUBGCP3","Tubulin Gamma Complex Associated Protein 3","Protein Coding","53","GC13M112485","0.54","/cgi-bin/carddisp.pl?gene=TUBGCP3"
"EIF3E","Eukaryotic Translation Initiation Factor 3 Subunit E","Protein Coding","53","GC08M108201","0.54","/cgi-bin/carddisp.pl?gene=EIF3E"
"FARP1","FERM, ARH/RhoGEF And Pleckstrin Domain Protein 1","Protein Coding","53","GC13P098142","0.54","/cgi-bin/carddisp.pl?gene=FARP1"
"PNN","Pinin, Desmosome Associated Protein","Protein Coding","53","GC14P039175","0.54","/cgi-bin/carddisp.pl?gene=PNN"
"LAS1L","LAS1 Like, Ribosome Biogenesis Factor","Protein Coding","53","GC0XM065512","0.54","/cgi-bin/carddisp.pl?gene=LAS1L"
"PEG3","Paternally Expressed 3","Protein Coding","53","GC19M056810","0.54","/cgi-bin/carddisp.pl?gene=PEG3"
"MRPL24","Mitochondrial Ribosomal Protein L24","Protein Coding","53","GC01M156737","0.54","/cgi-bin/carddisp.pl?gene=MRPL24"
"ARHGAP35","Rho GTPase Activating Protein 35","Protein Coding","53","GC19P046918","0.54","/cgi-bin/carddisp.pl?gene=ARHGAP35"
"ANKRD13A","Ankyrin Repeat Domain 13A","Protein Coding","53","GC12P109999","0.54","/cgi-bin/carddisp.pl?gene=ANKRD13A"
"ZC3HAV1","Zinc Finger CCCH-Type Containing, Antiviral 1","Protein Coding","53","GC07M139044","0.54","/cgi-bin/carddisp.pl?gene=ZC3HAV1"
"ERRFI1","ERBB Receptor Feedback Inhibitor 1","Protein Coding","53","GC01M008064","0.54","/cgi-bin/carddisp.pl?gene=ERRFI1"
"LPCAT1","Lysophosphatidylcholine Acyltransferase 1","Protein Coding","53","GC05M001456","0.54","/cgi-bin/carddisp.pl?gene=LPCAT1"
"RBP7","Retinol Binding Protein 7","Protein Coding","53","GC01P009997","0.54","/cgi-bin/carddisp.pl?gene=RBP7"
"TMEM59","Transmembrane Protein 59","Protein Coding","53","GC01M054031","0.54","/cgi-bin/carddisp.pl?gene=TMEM59"
"CPSF6","Cleavage And Polyadenylation Specific Factor 6","Protein Coding","53","GC12P069239","0.54","/cgi-bin/carddisp.pl?gene=CPSF6"
"CUL9","Cullin 9","Protein Coding","53","GC06P043149","0.54","/cgi-bin/carddisp.pl?gene=CUL9"
"THRAP3","Thyroid Hormone Receptor Associated Protein 3","Protein Coding","53","GC01P036224","0.54","/cgi-bin/carddisp.pl?gene=THRAP3"
"SKIV2L2","Ski2 Like RNA Helicase 2","Protein Coding","53","GC05P055307","0.54","/cgi-bin/carddisp.pl?gene=SKIV2L2"
"ARVCF","Armadillo Repeat Gene Deleted In Velocardiofacial Syndrome","Protein Coding","53","GC22M019966","0.54","/cgi-bin/carddisp.pl?gene=ARVCF"
"OAZ2","Ornithine Decarboxylase Antizyme 2","Protein Coding","53","GC15M064687","0.54","/cgi-bin/carddisp.pl?gene=OAZ2"
"SEZ6L2","Seizure Related 6 Homolog Like 2","Protein Coding","53","GC16M029882","0.54","/cgi-bin/carddisp.pl?gene=SEZ6L2"
"RPS8","Ribosomal Protein S8","Protein Coding","53","GC01P044775","0.54","/cgi-bin/carddisp.pl?gene=RPS8"
"CLPTM1L","CLPTM1 Like","Protein Coding","53","GC05M001317","0.54","/cgi-bin/carddisp.pl?gene=CLPTM1L"
"SYNCRIP","Synaptotagmin Binding Cytoplasmic RNA Interacting Protein","Protein Coding","53","GC06M085607","0.54","/cgi-bin/carddisp.pl?gene=SYNCRIP"
"DDX31","DEAD-Box Helicase 31","Protein Coding","53","GC09M132499","0.54","/cgi-bin/carddisp.pl?gene=DDX31"
"DIP2B","Disco Interacting Protein 2 Homolog B","Protein Coding","53","GC12P050504","0.54","/cgi-bin/carddisp.pl?gene=DIP2B"
"DNAJC7","DnaJ Heat Shock Protein Family (Hsp40) Member C7","Protein Coding","53","GC17M041977","0.54","/cgi-bin/carddisp.pl?gene=DNAJC7"
"DOK6","Docking Protein 6","Protein Coding","53","GC18P069401","0.54","/cgi-bin/carddisp.pl?gene=DOK6"
"DHRS9","Dehydrogenase/Reductase 9","Protein Coding","53","GC02P169064","0.54","/cgi-bin/carddisp.pl?gene=DHRS9"
"RHOBTB3","Rho Related BTB Domain Containing 3","Protein Coding","53","GC05P095713","0.54","/cgi-bin/carddisp.pl?gene=RHOBTB3"
"ASCC3","Activating Signal Cointegrator 1 Complex Subunit 3","Protein Coding","52","GC06M100508","0.54","/cgi-bin/carddisp.pl?gene=ASCC3"
"GSTT1","Glutathione S-Transferase Theta 1","Protein Coding","52","GC22Mi00270","0.54","/cgi-bin/carddisp.pl?gene=GSTT1"
"MRPS9","Mitochondrial Ribosomal Protein S9","Protein Coding","52","GC02P105020","0.54","/cgi-bin/carddisp.pl?gene=MRPS9"
"ALDH16A1","Aldehyde Dehydrogenase 16 Family Member A1","Protein Coding","52","GC19P049453","0.54","/cgi-bin/carddisp.pl?gene=ALDH16A1"
"MRPS2","Mitochondrial Ribosomal Protein S2","Protein Coding","52","GC09P135499","0.54","/cgi-bin/carddisp.pl?gene=MRPS2"
"RCBTB2","RCC1 And BTB Domain Containing Protein 2","Protein Coding","52","GC13M048488","0.54","/cgi-bin/carddisp.pl?gene=RCBTB2"
"TBC1D15","TBC1 Domain Family Member 15","Protein Coding","52","GC12P071839","0.54","/cgi-bin/carddisp.pl?gene=TBC1D15"
"SBF2","SET Binding Factor 2","Protein Coding","52","GC11M009800","0.54","/cgi-bin/carddisp.pl?gene=SBF2"
"SCGB3A1","Secretoglobin Family 3A Member 1","Protein Coding","52","GC05M180590","0.54","/cgi-bin/carddisp.pl?gene=SCGB3A1"
"SREK1","Splicing Regulatory Glutamic Acid And Lysine Rich Protein 1","Protein Coding","52","GC05P066139","0.54","/cgi-bin/carddisp.pl?gene=SREK1"
"EXOSC4","Exosome Component 4","Protein Coding","52","GC08P144079","0.54","/cgi-bin/carddisp.pl?gene=EXOSC4"
"ANKRD28","Ankyrin Repeat Domain 28","Protein Coding","52","GC03M015708","0.54","/cgi-bin/carddisp.pl?gene=ANKRD28"
"NOP2","NOP2 Nucleolar Protein","Protein Coding","52","GC12M006556","0.54","/cgi-bin/carddisp.pl?gene=NOP2"
"PSPC1","Paraspeckle Component 1","Protein Coding","52","GC13M019674","0.54","/cgi-bin/carddisp.pl?gene=PSPC1"
"MMS19","MMS19 Homolog, Cytosolic Iron-Sulfur Assembly Component","Protein Coding","52","GC10M097458","0.54","/cgi-bin/carddisp.pl?gene=MMS19"
"SMPD4","Sphingomyelin Phosphodiesterase 4","Protein Coding","52","GC02M130151","0.54","/cgi-bin/carddisp.pl?gene=SMPD4"
"IPO8","Importin 8","Protein Coding","52","GC12M030628","0.54","/cgi-bin/carddisp.pl?gene=IPO8"
"IPO9","Importin 9","Protein Coding","52","GC01P201829","0.54","/cgi-bin/carddisp.pl?gene=IPO9"
"CCP110","Centriolar Coiled-Coil Protein 110","Protein Coding","52","GC16P019536","0.54","/cgi-bin/carddisp.pl?gene=CCP110"
"C14orf166","Chromosome 14 Open Reading Frame 166","Protein Coding","52","GC14P051991","0.54","/cgi-bin/carddisp.pl?gene=C14orf166"
"MORC2","MORC Family CW-Type Zinc Finger 2","Protein Coding","52","GC22M030925","0.54","/cgi-bin/carddisp.pl?gene=MORC2"
"PPFIA1","PTPRF Interacting Protein Alpha 1","Protein Coding","52","GC11P070270","0.54","/cgi-bin/carddisp.pl?gene=PPFIA1"
"KANK2","KN Motif And Ankyrin Repeat Domains 2","Protein Coding","52","GC19M011139","0.54","/cgi-bin/carddisp.pl?gene=KANK2"
"HSD17B13","Hydroxysteroid 17-Beta Dehydrogenase 13","Protein Coding","52","GC04M087303","0.54","/cgi-bin/carddisp.pl?gene=HSD17B13"
"SEC23IP","SEC23 Interacting Protein","Protein Coding","52","GC10P119892","0.54","/cgi-bin/carddisp.pl?gene=SEC23IP"
"ILVBL","IlvB Acetolactate Synthase Like","Protein Coding","52","GC19M015089","0.54","/cgi-bin/carddisp.pl?gene=ILVBL"
"CABP4","Calcium Binding Protein 4","Protein Coding","52","GC11P067453","0.54","/cgi-bin/carddisp.pl?gene=CABP4"
"OGFR","Opioid Growth Factor Receptor","Protein Coding","52","GC20P062804","0.54","/cgi-bin/carddisp.pl?gene=OGFR"
"INTS6","Integrator Complex Subunit 6","Protein Coding","52","GC13M051354","0.54","/cgi-bin/carddisp.pl?gene=INTS6"
"GRK3","G Protein-Coupled Receptor Kinase 3","Protein Coding","52","GC22P025517","0.54","/cgi-bin/carddisp.pl?gene=GRK3"
"NCAPH2","Non-SMC Condensin II Complex Subunit H2","Protein Coding","52","GC22P050508","0.54","/cgi-bin/carddisp.pl?gene=NCAPH2"
"RASA4","RAS P21 Protein Activator 4","Protein Coding","52","GC07M102574","0.54","/cgi-bin/carddisp.pl?gene=RASA4"
"RNH1","Ribonuclease/Angiogenin Inhibitor 1","Protein Coding","52","GC11M000485","0.54","/cgi-bin/carddisp.pl?gene=RNH1"
"BRAT1","BRCA1 Associated ATM Activator 1","Protein Coding","52","GC07M002577","0.54","/cgi-bin/carddisp.pl?gene=BRAT1"
"SUPT16H","SPT16 Homolog, Facilitates Chromatin Remodeling Subunit","Protein Coding","52","GC14M021351","0.54","/cgi-bin/carddisp.pl?gene=SUPT16H"
"SAMM50","SAMM50 Sorting And Assembly Machinery Component","Protein Coding","52","GC22P043955","0.54","/cgi-bin/carddisp.pl?gene=SAMM50"
"SRRM1","Serine And Arginine Repetitive Matrix 1","Protein Coding","52","GC01P024631","0.54","/cgi-bin/carddisp.pl?gene=SRRM1"
"GTF3C1","General Transcription Factor IIIC Subunit 1","Protein Coding","52","GC16M027471","0.54","/cgi-bin/carddisp.pl?gene=GTF3C1"
"SYNM","Synemin","Protein Coding","52","GC15P099098","0.54","/cgi-bin/carddisp.pl?gene=SYNM"
"SYNPO2","Synaptopodin 2","Protein Coding","52","GC04P118850","0.54","/cgi-bin/carddisp.pl?gene=SYNPO2"
"FBXO6","F-Box Protein 6","Protein Coding","52","GC01P011664","0.54","/cgi-bin/carddisp.pl?gene=FBXO6"
"TLX2","T-Cell Leukemia Homeobox 2","Protein Coding","52","GC02P074514","0.54","/cgi-bin/carddisp.pl?gene=TLX2"
"KNTC1","Kinetochore Associated 1","Protein Coding","52","GC12P122527","0.54","/cgi-bin/carddisp.pl?gene=KNTC1"
"RABGAP1","RAB GTPase Activating Protein 1","Protein Coding","52","GC09P122940","0.54","/cgi-bin/carddisp.pl?gene=RABGAP1"
"PHLDA1","Pleckstrin Homology Like Domain Family A Member 1","Protein Coding","52","GC12M076025","0.54","/cgi-bin/carddisp.pl?gene=PHLDA1"
"ANKLE2","Ankyrin Repeat And LEM Domain Containing 2","Protein Coding","52","GC12M132725","0.54","/cgi-bin/carddisp.pl?gene=ANKLE2"
"XPO4","Exportin 4","Protein Coding","52","GC13M020777","0.54","/cgi-bin/carddisp.pl?gene=XPO4"
"ARFGEF1","ADP Ribosylation Factor Guanine Nucleotide Exchange Factor 1","Protein Coding","52","GC08M067173","0.54","/cgi-bin/carddisp.pl?gene=ARFGEF1"
"IFT81","Intraflagellar Transport 81","Protein Coding","52","GC12P110124","0.54","/cgi-bin/carddisp.pl?gene=IFT81"
"LCMT2","Leucine Carboxyl Methyltransferase 2","Protein Coding","52","GC15M043323","0.54","/cgi-bin/carddisp.pl?gene=LCMT2"
"USE1","Unconventional SNARE In The ER 1","Protein Coding","52","GC19P018681","0.54","/cgi-bin/carddisp.pl?gene=USE1"
"HEATR1","HEAT Repeat Containing 1","Protein Coding","52","GC01M236537","0.54","/cgi-bin/carddisp.pl?gene=HEATR1"
"PRPF40A","Pre-MRNA Processing Factor 40 Homolog A","Protein Coding","52","GC02M152651","0.54","/cgi-bin/carddisp.pl?gene=PRPF40A"
"VPS18","VPS18, CORVET/HOPS Core Subunit","Protein Coding","52","GC15P040894","0.54","/cgi-bin/carddisp.pl?gene=VPS18"
"VPS11","VPS11, CORVET/HOPS Core Subunit","Protein Coding","52","GC11P119067","0.54","/cgi-bin/carddisp.pl?gene=VPS11"
"PCDHGC3","Protocadherin Gamma Subfamily C, 3","Protein Coding","52","GC05P141475","0.54","/cgi-bin/carddisp.pl?gene=PCDHGC3"
"EPB41L5","Erythrocyte Membrane Protein Band 4.1 Like 5","Protein Coding","52","GC02P120013","0.54","/cgi-bin/carddisp.pl?gene=EPB41L5"
"GEMIN4","Gem Nuclear Organelle Associated Protein 4","Protein Coding","52","GC17M000744","0.54","/cgi-bin/carddisp.pl?gene=GEMIN4"
"MRPL28","Mitochondrial Ribosomal Protein L28","Protein Coding","52","GC16M000357","0.54","/cgi-bin/carddisp.pl?gene=MRPL28"
"FMNL2","Formin Like 2","Protein Coding","52","GC02P152335","0.54","/cgi-bin/carddisp.pl?gene=FMNL2"
"NOC2L","NOC2 Like Nucleolar Associated Transcriptional Repressor","Protein Coding","52","GC01M000945","0.54","/cgi-bin/carddisp.pl?gene=NOC2L"
"MPP6","Membrane Palmitoylated Protein 6","Protein Coding","52","GC07P024612","0.54","/cgi-bin/carddisp.pl?gene=MPP6"
"ZNF184","Zinc Finger Protein 184","Protein Coding","52","GC06M027450","0.54","/cgi-bin/carddisp.pl?gene=ZNF184"
"IK","IK Cytokine, Down-Regulator Of HLA II","Protein Coding","52","GC05P141789","0.54","/cgi-bin/carddisp.pl?gene=IK"
"ANKRD17","Ankyrin Repeat Domain 17","Protein Coding","52","GC04M073074","0.54","/cgi-bin/carddisp.pl?gene=ANKRD17"
"MAPK8IP3","Mitogen-Activated Protein Kinase 8 Interacting Protein 3","Protein Coding","52","GC16P001706","0.54","/cgi-bin/carddisp.pl?gene=MAPK8IP3"
"PUS7","Pseudouridylate Synthase 7 (Putative)","Protein Coding","52","GC07M105439","0.54","/cgi-bin/carddisp.pl?gene=PUS7"
"ERP29","Endoplasmic Reticulum Protein 29","Protein Coding","52","GC12P112013","0.54","/cgi-bin/carddisp.pl?gene=ERP29"
"TRAPPC9","Trafficking Protein Particle Complex 9","Protein Coding","52","GC08M139728","0.54","/cgi-bin/carddisp.pl?gene=TRAPPC9"
"RSL1D1","Ribosomal L1 Domain Containing 1","Protein Coding","52","GC16M011833","0.54","/cgi-bin/carddisp.pl?gene=RSL1D1"
"VCPIP1","Valosin Containing Protein Interacting Protein 1","Protein Coding","52","GC08M066628","0.54","/cgi-bin/carddisp.pl?gene=VCPIP1"
"PRUNE2","Prune Homolog 2","Protein Coding","52","GC09M076611","0.54","/cgi-bin/carddisp.pl?gene=PRUNE2"
"NASP","Nuclear Autoantigenic Sperm Protein","Protein Coding","52","GC01P045583","0.54","/cgi-bin/carddisp.pl?gene=NASP"
"UCN","Urocortin","Protein Coding","52","GC02M027273","0.54","/cgi-bin/carddisp.pl?gene=UCN"
"TSPAN31","Tetraspanin 31","Protein Coding","52","GC12P057738","0.54","/cgi-bin/carddisp.pl?gene=TSPAN31"
"KIF2B","Kinesin Family Member 2B","Protein Coding","52","GC17P053822","0.54","/cgi-bin/carddisp.pl?gene=KIF2B"
"MIA3","MIA Family Member 3, ER Export Factor","Protein Coding","52","GC01P222618","0.54","/cgi-bin/carddisp.pl?gene=MIA3"
"NFKBIZ","NFKB Inhibitor Zeta","Protein Coding","52","GC03P101827","0.54","/cgi-bin/carddisp.pl?gene=NFKBIZ"
"COPG1","Coatomer Protein Complex Subunit Gamma 1","Protein Coding","52","GC03P129249","0.54","/cgi-bin/carddisp.pl?gene=COPG1"
"TFB2M","Transcription Factor B2, Mitochondrial","Protein Coding","52","GC01M246540","0.54","/cgi-bin/carddisp.pl?gene=TFB2M"
"COPG2","Coatomer Protein Complex Subunit Gamma 2","Protein Coding","52","GC07M130506","0.54","/cgi-bin/carddisp.pl?gene=COPG2"
"KIAA1524","KIAA1524","Protein Coding","52","GC03M108549","0.54","/cgi-bin/carddisp.pl?gene=KIAA1524"
"SRP68","Signal Recognition Particle 68","Protein Coding","52","GC17M076038","0.54","/cgi-bin/carddisp.pl?gene=SRP68"
"ESYT1","Extended Synaptotagmin 1","Protein Coding","52","GC12P056126","0.54","/cgi-bin/carddisp.pl?gene=ESYT1"
"DYNC1LI2","Dynein Cytoplasmic 1 Light Intermediate Chain 2","Protein Coding","52","GC16M066754","0.54","/cgi-bin/carddisp.pl?gene=DYNC1LI2"
"ATL3","Atlastin GTPase 3","Protein Coding","52","GC11M063624","0.54","/cgi-bin/carddisp.pl?gene=ATL3"
"DDX56","DEAD-Box Helicase 56","Protein Coding","52","GC07M044565","0.54","/cgi-bin/carddisp.pl?gene=DDX56"
"DDX28","DEAD-Box Helicase 28","Protein Coding","52","GC16M068023","0.54","/cgi-bin/carddisp.pl?gene=DDX28"
"DNAJC9","DnaJ Heat Shock Protein Family (Hsp40) Member C9","Protein Coding","52","GC10M073183","0.54","/cgi-bin/carddisp.pl?gene=DNAJC9"
"DIXDC1","DIX Domain Containing 1","Protein Coding","52","GC11P111927","0.54","/cgi-bin/carddisp.pl?gene=DIXDC1"
"DHX30","DExH-Box Helicase 30","Protein Coding","52","GC03P047802","0.54","/cgi-bin/carddisp.pl?gene=DHX30"
"DCP1A","Decapping MRNA 1A","Protein Coding","52","GC03M053291","0.54","/cgi-bin/carddisp.pl?gene=DCP1A"
"SH3PXD2A","SH3 And PX Domains 2A","Protein Coding","52","GC10M103594","0.54","/cgi-bin/carddisp.pl?gene=SH3PXD2A"
"KLC4","Kinesin Light Chain 4","Protein Coding","52","GC06P043040","0.54","/cgi-bin/carddisp.pl?gene=KLC4"
"STX18","Syntaxin 18","Protein Coding","51","GC04M004417","0.54","/cgi-bin/carddisp.pl?gene=STX18"
"SDAD1","SDA1 Domain Containing 1","Protein Coding","51","GC04M075940","0.54","/cgi-bin/carddisp.pl?gene=SDAD1"
"CHAF1A","Chromatin Assembly Factor 1 Subunit A","Protein Coding","51","GC19P004402","0.54","/cgi-bin/carddisp.pl?gene=CHAF1A"
"HOXD4","Homeobox D4","Protein Coding","51","GC02P176160","0.54","/cgi-bin/carddisp.pl?gene=HOXD4"
"SRGAP2","SLIT-ROBO Rho GTPase Activating Protein 2","Protein Coding","51","GC01P206203","0.54","/cgi-bin/carddisp.pl?gene=SRGAP2"
"RALY","RALY Heterogeneous Nuclear Ribonucleoprotein","Protein Coding","51","GC20P033993","0.54","/cgi-bin/carddisp.pl?gene=RALY"
"GOLGA3","Golgin A3","Protein Coding","51","GC12M132768","0.54","/cgi-bin/carddisp.pl?gene=GOLGA3"
"BAG6","BCL2 Associated Athanogene 6","Protein Coding","51","GC06M031639","0.54","/cgi-bin/carddisp.pl?gene=BAG6"
"AKAP8L","A-Kinase Anchoring Protein 8 Like","Protein Coding","51","GC19M015380","0.54","/cgi-bin/carddisp.pl?gene=AKAP8L"
"NUP160","Nucleoporin 160","Protein Coding","51","GC11M052268","0.54","/cgi-bin/carddisp.pl?gene=NUP160"
"RBM25","RNA Binding Motif Protein 25","Protein Coding","51","GC14P073058","0.54","/cgi-bin/carddisp.pl?gene=RBM25"
"BZW1","Basic Leucine Zipper And W2 Domains 1","Protein Coding","51","GC02P200810","0.54","/cgi-bin/carddisp.pl?gene=BZW1"
"GRHL1","Grainyhead Like Transcription Factor 1","Protein Coding","51","GC02P009942","0.54","/cgi-bin/carddisp.pl?gene=GRHL1"
"ANP32B","Acidic Nuclear Phosphoprotein 32 Family Member B","Protein Coding","51","GC09P097983","0.54","/cgi-bin/carddisp.pl?gene=ANP32B"
"SEC16A","SEC16 Homolog A, Endoplasmic Reticulum Export Factor","Protein Coding","51","GC09M136440","0.54","/cgi-bin/carddisp.pl?gene=SEC16A"
"HSPBP1","HSPA (Hsp70) Binding Protein 1","Protein Coding","51","GC19M055262","0.54","/cgi-bin/carddisp.pl?gene=HSPBP1"
"HP1BP3","Heterochromatin Protein 1 Binding Protein 3","Protein Coding","51","GC01M020815","0.54","/cgi-bin/carddisp.pl?gene=HP1BP3"
"PPP6R2","Protein Phosphatase 6 Regulatory Subunit 2","Protein Coding","51","GC22P050343","0.54","/cgi-bin/carddisp.pl?gene=PPP6R2"
"NEU4","Neuraminidase 4","Protein Coding","51","GC02P241808","0.54","/cgi-bin/carddisp.pl?gene=NEU4"
"LRWD1","Leucine Rich Repeats And WD Repeat Domain Containing 1","Protein Coding","51","GC07P102464","0.54","/cgi-bin/carddisp.pl?gene=LRWD1"
"CD2BP2","CD2 Cytoplasmic Tail Binding Protein 2","Protein Coding","51","GC16M030363","0.54","/cgi-bin/carddisp.pl?gene=CD2BP2"
"GTF3C3","General Transcription Factor IIIC Subunit 3","Protein Coding","51","GC02M196763","0.54","/cgi-bin/carddisp.pl?gene=GTF3C3"
"INTS3","Integrator Complex Subunit 3","Protein Coding","51","GC01P153728","0.54","/cgi-bin/carddisp.pl?gene=INTS3"
"RBM14","RNA Binding Motif Protein 14","Protein Coding","51","GC11P066627","0.54","/cgi-bin/carddisp.pl?gene=RBM14"
"RIC8A","RIC8 Guanine Nucleotide Exchange Factor A","Protein Coding","51","GC11P000207","0.54","/cgi-bin/carddisp.pl?gene=RIC8A"
"ALYREF","Aly/REF Export Factor","Protein Coding","51","GC17M081887","0.54","/cgi-bin/carddisp.pl?gene=ALYREF"
"LSG1","Large 60S Subunit Nuclear Export GTPase 1","Protein Coding","51","GC03M194640","0.54","/cgi-bin/carddisp.pl?gene=LSG1"
"GTPBP1","GTP Binding Protein 1","Protein Coding","51","GC22P038705","0.54","/cgi-bin/carddisp.pl?gene=GTPBP1"
"EFS","Embryonal Fyn-Associated Substrate","Protein Coding","51","GC14M023356","0.54","/cgi-bin/carddisp.pl?gene=EFS"
